cleaned_comment,Quality,Price,Delivery,Service
độ tuổi sử_dụng đúng chất_lượng sản_phẩm tốt dùng 1 ngày hư luôn không chắc_chắn eo dõi shenfan . vn để cập_nhật nhiều ưu_đãi mới nhất tất_cả các sản_phẩm trong cửa_hàng này đều được giảm_giá lớn sản_phẩm mới sẽ được công_bố theo thời_gian mỗi ngày !,0,2,-1,-1
xay tôi thấy máy_xay rất nhanh và khỏe_chất_liệu cối và lưỡi dao rất bền_bỉ và chắc_chắn dễ vệ_sinh vệ_sinh cối dễ_dàng dễ tháo lắp và gọn_nhẹ hình_ảnh và video chỉ mang tính_chất minh_họa mong mọi người thông_cảm ạ cảm_ơn ạ nên mua da vừa túi_tiền lắm ạ mình say một miếng thịt đông đá mà xay được luôn ấy máy quá xịn mà xinh luôn để góc bếp siêu đẹp luôn,2,1,2,-1
"sách tốt , giao hàng hàng nhanh , nhân_viên nhiệt_tình",2,-1,2,2
"đúng với mô_tả giống ảnh chất_lượng sản_phẩm tệ chạy rất ồn , không xay được hết đá , bật máy lên tầm 5s là nghe mùi khét . nói_chung tầm giá này thì chỉ được đồ dỏm",0,1,-1,-1
"thật_sự rất hài_lòng về những đơn hàng lúc trước đặt nhưng lần này vô_cùng thất_vọng , bìa sách tốt , nội_dung tốt , trang giấy tốt nhưng mà những mẫu giấy đôi bị rời ra do đứt chỉ , mất chỉ vậy rồi sao đẹp , thẩm_mỹ nữa . lần này cho 3 , lần sau mong tiki kiểm_tra hàng thật kĩ giúp ! !",2,-1,-1,-1
hàng đẹp siu chất_lượng giá_cả hợp_lí phải_chăng nên mua nhé các con vợ anh rất ưng_ý với sản_phẩm này hihi shiper nhiệt_tình lắm nhe mê lun á,2,2,1,2
kém . kéo dán vào lôi nhẹ đã bung,0,-1,-1,-1
đóng_gói vô_cùng đẹp . sản_phẩm cực_kì hài_lòng . sách hay lại thêm được giảm_giá . mua hàng trên tiki ít khi lm bn thất_vọng,2,2,1,-1
là mãi cái áo chả phẳng nóng nhanh nhưng là khôbg phẳng được,2,-1,0,-1
"mình ưng lắm ấy , chiều hqua đặt mà trưa nay đã về đến tay , hộp không bị móp , sách mới nguyên màng xịn lắm ấy",2,-1,2,-1
"chất_lượng sản_phẩm tốt mùi hương không mùi đối_tượng sử_dụng trẻ_em xài loại này rất thích de ve_sinh cho bé shipper giao hàng hàng nhanh , cửa_hàng dong gói cẩn_thận",2,2,2,-1
tác_phẩm này thực_sự đáng để bạn dành thời_gian để đọc .,-1,2,-1,-1
"đóng_gói cẩn_thận quạt có 3 chế_độ , chế_độ 3 cực mát không biết được mấy tiếng",-1,-1,2,-1
chua su dung nen chua biet hieu qua danh gia sau cho 3 sao vi giao hàng hang qua lau,1,-1,1,-1
"giao hàng hàng đủ , khăn giấy ướt rất tiện_lợi , mình đã sd rất nhìu lần loại này , hnay mua đại cửa_hàng này được giá rẻ nhất sàn",1,2,1,-1
"quạt cầm tay nhiều tốc_độ , quạt mạnh , quạt màu hồng dễ_thương , giá rẻ",0,2,-1,2
chất_liệu vải màu_sắc xám đúng với mô_tả đúng mình nhận sản_phẩm tới tay thấy chất_lượng sản_phẩm khá tốt và đúng như những gì cửa_hàng mô_tả ! lần sau sẽ không ủng_hộ,2,-1,-1,-1
"chất_liệu vải màu_sắc trắng 3,5 k 1 chiếc nên không đòi_hỏi lắm , mang với giày thì tốt chứ dép hoặc sandanls trong nó bị kì kì ,",2,-1,-1,-1
"đọc rất haynooij dung sách được , mình nhận ra được nhiều điềi để cải_thiện hiệu_suất công_việc",2,-1,-1,-1
"quá xuất_sắc ! sản_phẩm vừa đẹp vừa chất_lượng , cầm lên là thấy mê ngay . đóng_gói như bọc quà , mở ra mùi thơm_phức , từng chi_tiết đều chăm_chút tỉ_mỉ . giao hàng hàng nhanh thần_tốc , chưa kịp mong đã tới . giá thì siêu hợp_lý , nhận hàng xong chỉ muốn hét lên tuyệt_vời ông mặt_trời ! ủng_hộ cửa_hàng dài_dài !",2,2,2,-1
"đã mua của cửa_hàng 2 lần , lần nào cũng ưng , cửa_hàng giao hàng hàng nhanh , đóng_gói đẹp",2,-1,2,-1
"chất_lượng sản_phẩm đúng đối_tượng sử_dụng người_lớn và trẻ_em đều dùng được mùi hương không mùi khặn dai và cũng to nha , dùng không bị rách . khăn đủ ẩm không quá ướt , rất dễ dùng tiện_lợi cho mọi hoạt_động , mang đi đâu cũng tiện_lợi . bỏ vào balo cho bé mang đi học rất thích_hợp . cho cửa_hàng 5",0,2,2,-1
"đúng với mô_tả dung voi mo ta màu_sắc trắng và đen chất_liệu cotton thì phải đi êm chân lắm , săn đúng lúc nên rẻ đến sock",2,2,-1,-1
"sách được bao_bọc rất đẹp , mình rất thích . giao hàng hàng nhanh , mới đặt tối thứ 7 mà sáng thứ 2 đã có rồi . mình rất hài_lòng với dịch_vụ của tiki .",2,-1,2,-1
"đúng với mô_tả đ chất_liệu tốt màu_sắc_đẹp gửi tin qua email in pdf nghe qno đi lệ_phí ạ có 5một đoạn mạch đơn của phân_tử đin ấy có trình_tự sắp_xếp như sau xgattxgtgxaxtat a , đoạn mạch đơn bổ_sung với nó có trình_tự như thế_nào b tỉnh chiều dài của đoạn phân từ dna trên",2,-1,-1,-1
sách rất hay và hữu_ích nhé mọi ng,2,-1,-1,-1
đúng với mô_tả oki chất_lượng sản_phẩm tốt quạt cute độ mát ôki lắm . màu hồng siêu xinh lần tới nếu mua vẫn sẽ ủng_hộ cửa_hàng . hình_ảnh mang tính_chất tượng_trưng,2,-1,-1,-1
sản_phẩm rất ổn . tikinow giao hàng hàng đúng hẹn,2,-1,1,-1
"độ bền keo dính yếu , bé gái 1 tuổi rưỡi có_thể giật đứt",0,-1,-1,-1
"đặt trắng nhưng lại giao hàng màu kem . quạt trông cũ ổ sạc , và dây sạc xước nhiều không còn mới . khá thất_vọng . bỏ tiền ra mà không được dùng đồ mới",0,1,1,-1
nhìn tất thì dài chớ giao hàng về nhận hàng được một đoạn ngắn quá chán không như hình mô_tả,0,-1,1,-1
"đối_tượng sử_dụng mọi đối_tượng mùi hương không mùi chất_lượng sản_phẩm tốt giao hàng hàng nhanh lắm . đóng_gói cẩn_thận kỹ_càng không móp méo gì hết á . giao hàng đủ số_lượng . khăn giấy không mùi , sợi dai , nhỏ gọn dễ bỏ_túi . bao_bì dễ_thương nên mua nha !",2,-1,2,2
"mình là chúa không thích đọc mấy chuyện tình buồn nên phân_vân mãi mới mua . nhưng lại bị mê luôn , dù kết_thúc không như mình mong_muốn nhưng như_vậy cũng được .",0,-1,-1,-1
"hàng chất_lượng , gói cẩn_thận , giao hàng hàng nhanh .",2,-1,2,-1
"mua lúc sale off được giá 34k ? . sách đẹp , chắc_chắn , giấy đọc dịu mắt . giao hàng hàng nhanh , shipper thân thiên .",2,2,2,-1
bấm monva tay bi cũ,0,-1,-1,-1
sâch hay,2,-1,-1,-1
"sách hay , bổ_ích cho các chị_em chăm_chỉ .",2,-1,-1,-1
"công_dụng lau miệng , đi tắm cho bé chất_liệu vải xô cửa_hàng giao hàng đủ mẫu mà khách chọn chất vải xô mịn , nhẹ và thoáng cửa_hàng giao hàng hàng nhanh may kịp nhận trước tết nhà có con nhỏ cứ mua nhiều lên , giặt nhanh khô lắm mọi người",2,-1,2,-1
"cửa_hàng giao hàng hàng nhanh , chất_lượng sản_phẩm tốt , đóng_gói chắc_chắn , hàng đẹp giá_cả hợp_lý .",2,2,2,-1
đối_tượng sử_dụng mọi người chất_lượng sản_phẩm tốt mùi hương không dùng mang theo đi cf tiện . nhỏ gọn . phù_hợp cho giỏ xách nhỏ . nhìn dễ_thương . dùng tốt . nếu có dịp sẽ ủng_hộ tiếp . cho cửa_hàng 5 nhé . hy_vọng cửa_hàng giữ vững chất_lượng như bây_giờ . . cửa_hàng còn tặng quà kèm theo . dễ_thương .,2,-1,-1,2
"độ tuổi sử_dụng moij ng chất_lượng sản_phẩm tốt cửa_hàng chính hãng bị hàng và giao hàng hàng nhanh , mình chọn nhiều thứ nhưng sh đều sắp đầy_đủ không thiếu cái nào",2,-1,2,-1
"sách giao hàng nhanh , nhưng thấy khá mảnh",2,-1,2,-1
hàng giao hàng nhanh_chóng quạt có 100 nấc thấy rất mát dùng ổn nha_mng,2,-1,2,-1
đúng với mô_tả hình_ảnh chỉ mang tcmh màu_sắc trái với đen chất_liệu vải gì đó bình_thường đáng với giá tiền,1,1,-1,-1
sách mới đẹp hàng chính hãng bao_gói sach sẽ đẹp_đẽ sẽ ủng_hộ cửa_hàng lần nữa,2,-1,-1,-1
bật max thì chưa được 1h thôi tiền nào của nấy,2,1,-1,-1
rất tốt giao hàng hàng trước ngày hẹn quá hài_lòng cảm_ơn nhé,2,-1,1,-1
"dây_điện nên tiện_lợi trong việc di_chuyển đến mọi vị_trí khác nhau . sản_phẩm có_thể hoạt_động độc_lập không cần nguồn điện trực_tiếp , giúp tiết_kiệm chi_phí điện_năng hàng tháng . các dòng quạt được trang_bị nhiều tốc_độ gió , đáp_ứng được nhu_cầu sử_dụng đa_dạng của người dùng . sau khi được sạc đầy , quạt có_thể sử_dụng được trong khoảng từ 2 12 tiếng tuỳ model . một_số dòng quạt có khả_năng tạo độ_ẩm giúp không_gian phòng thêm mát_mẻ .",2,-1,-1,-1
chất_lượng sách ổn đóng_gói kĩ_càng,2,-1,1,-1
"đúng với mô_tả đúng màu_sắc trắng chất_liệu cotton đẹp , 3 cái đều vừa_vặn không chật không rộng ạ . nên mua , mốt sẽ uho sốp tiếp ạ",2,-1,-1,-1
"sách đẹp , giao hàng siêu nhanh .",2,-1,2,-1
mua là phiên_bản phim đặc_biệt mà về thì là bản thường còn tặng kèm quyển sổ chưa đến lòng bàn_tay mua ngoài chưa đến 10 nghìn . cửa_hàng rất vớ_vẩn mà_lại tính giá của phiên_bản đặc_biệt,1,1,-1,-1
"độ tuổi sử_dụng đồ_vật không có tuổi , ai biết dán là xài được chất_lượng sản_phẩm mới dán dính ngon , một tiếng sau rớt hết trơn . đi mua keo dán ống nước về làm cũng chả dính .",2,-1,-1,-1
"giao hàng hàng nhanh , nch giá rẻ nên chất_lượng rẻ mỏng thích_hợp mùa thu còn đeo mùa đông thì khá là lạnh so với thời_tiết ở miền bắc",0,2,2,-1
bìa đẹp sách không cong không hư gì cả . nay đặt mai có rồi,2,-1,-1,-1
sao nói có tặng sổ_tay mà mình không có . hơi buồn .,0,-1,-1,-1
"sách mới , đọc không bị ngán vì được chia thành rất nhiều phần nhỏ . giao hàng hàng hơi lâu vì dịch",1,-1,0,-1
chất_lượng phù_hợp với giá tiền,2,1,-1,-1
sản_phẩm chỉ là kim tiêm đã được cắt đầu . không xứng_đáng với số tiền,2,1,-1,-1
"giao hàng hàng nhanh , chất_lượng tốt còn nội_dung mình chưa đọc nên không_thể đánh_giá được",2,1,2,-1
"đối_tượng sử_dụng trẻ_em mùi hương bình_thường chất_lượng sản_phẩm tốt khăn sử_dụng thấm nước rất êm , kích_thước vừa sài , giao hàng hàng nhanh cho sop mười sao luôn",2,2,2,-1
"độ bền s chất_liệu không dán không dính , rớt hoài không êm",0,-1,-1,-1
"máy dùng mạnh , tuy_nhiên thấy hơi nhanh hết pin , phù_hợp giá tiền",-1,1,2,-1
"mỏng lét , khăn nhỏ xí .",0,-1,-1,-1
chất_lượng sản_phẩm tốt đúng với mô_tả dung khi nhận quạt rất đẹp y hình đúng nhưng hàng đặt còn khi sài pin lâu hay kg thì mình chưa sử_dụng lên chưa biết hy_vọng là pin được lâu sẽ ủng_hộ cửa_hàng 89k thì mình kg biết có mắc hay rẻ,2,0,0,-1
đúng với mô_tả tốt chất_lượng sản_phẩm cao_su mỏng,2,0,-1,-1
"quần đẹp , vải mềm , size chính hãng , màu như hình . giao hàng hàng nhanh , đóng_gói cẩn_thận , cửa_hàng nhiệt_tình . nhất_định sẽ ủng_hộ lại , mọi người nên mua nhé ! ảnh không liên_quan , chỉ để nhân xu",2,-1,2,2
đúng với mô_tả tốt_tính_năng nổi_bật tốt chất_lượng sản_phẩm tốt sản_phẩm tốt ... hút dx bụi nhẹ ... tiền nào của nâý ... ổn_áp nhé ! ! giao hàng hàng nhanh_chóng,2,1,2,-1
rất tuyệt ! mình rất hài_lòng,2,-1,-1,-1
ủi xong nếp nhăn nào y nếp nhăn đó tệ,0,-1,-1,-1
"không có bookcare , xin lời giải_thích từ tiki",0,-1,-1,-1
giao hàng nhanh tuyệt ! sách hay,2,-1,2,-1
đúng với mô_tả không dung chất_lượng sản_phẩm kém sản_phẩm_chất_lượng pin không đúng với mô_tả pin mua 10000 . chất_lượng gia_công kém . nói_chung thất_vọng về sản_phẩm không bt có giao hàng nhầm hàng cho mình hay không ? . thời_gian giao hàng siêu lâu gần 1 tuần .,0,0,0,-1
"sách được giao hàng hàng nhanh , mới , và nhiều thông_tin thú_vị . cảm_ơn tiki",1,-1,2,-1
xay chưa được 10s đã bốc khói . nhắn cửa_hàng không chịu đổi hàng . sài nổ lúc_nào không hay,0,-1,-1,-1
sản_phẩm tốt . giao hàng hàng nhanh .,2,-1,2,-1
màu_sắc dep đúng với mô_tả yep chất_liệu tot cửa_hàng nhiệt_tình đóng_gói sạch_sẽ gọn_gàng hàng về tới nơi giống mô_tả hàng cũng rẻ ổn trong tầm giá chứ cnay ra ngoài không bgio có_giá này,0,2,1,2
dùng được mấy ngày đã hỏng . giờ bật máy không chạy luôn,0,-1,-1,-1
đặt 4 giao hàng có 3,1,-1,1,-1
sao lại có cửa_hàng đóng hàng ẩu và xấu thế này không biết . bé bét ra các sản_phẩm khác . nhận gói hàng mở ra chỉ biết đánh_giá 1 sao,0,1,-1,-1
không biết có dính không chứ mấy loại khác sức keo quài chừng nào tốt thì đánh_giá lại,2,1,-1,-1
đúng với mô_tả đúng mô_tả chất_lượng sản_phẩm tốt quạt to gió mạnh . giá_cả phải_chăng . cửa_hàng giao hàng hàng nhanh,2,2,2,-1
hau,-1,-1,-1,-1
hơi nhỏ ý,-1,-1,-1,-1
tất cổ cao ? ? ? là cao dữ chưa mỏng lét nữa đánh_giá ở bài đăng sản_phẩm chắc là đánh_giá thuê ai đọc được mà còn mua thì tôi chịu ng đó luôn,2,0,-1,-1
"chất_liệu vàair thấm hút mồ_hôi không bieets đóng_gói tốt giá săn sale rẻ , vận_chuyển nhanh , hàng rẻ nên không đòi_hỏi nhiều",0,2,2,-1
"sách tốt lắm nha , yêu cửa_hàng",2,-1,-1,-1
độ bền sản_phẩm_chất_lượng rất kém . dùng xay một lần đai_ốc han rỉ sét . không đảm_bảo dùng cho chế_biến thực_phẩm . không nên mua . đừng tin vào số_lượng bán và đánh_giá 5 sao . cửa_hàng mua đánh_giá đấy mọi người . lần đầu_tiên mình phải phàn_nàn về sản_phẩm như_vậy .,0,1,-1,-1
đúng với mô_tả đúng màu_sắc trắng tất đẹp chất_lượng ổn mê lắm luôn nha đúng số_lượng mua . .,2,-1,-1,-1
giao hàng hàng nhanh và được tặng kèm ảnh,1,-1,2,-1
phần bình dựng nước mỗi lần bấm nút ủi đồ là bị chảy,-1,-1,-1,-1
đúng với mô_tả sai màu chất_lượng sản_phẩm ổn,2,-1,-1,-1
chất_lượng sản_phẩm gối mềm mịn thấm hút mồ_hôi tốt mua được giá rẻ mà chất_lượng rất là tốt . sẽ ủng_hộ cửa_hàng nhiều hơn nữa . mà giao hàng hàng nhanh đóng_gói cẩn_thận,2,2,2,-1
"trong số những đồ_dùng sinh_hoạt chung quen_thuộc , quạt_điện là một trong những vật_dụng không_thể thiếu , đặc_biệt ở những nơi có khí_hậu nóng như việt_nam . qua quá_trình sử_dụng , mình nhận thấy đây là một sản_phẩm vô_cùng hữu_ích , đáp_ứng được cả nhu_cầu làm mát , tiết_kiệm điện và an_toàn cho người sử_dụng . chiếc quạt mình đánh_giá là loại quạt đứng panasonic f 308nhb . điều đầu_tiên khiến mình hài_lòng là khả_năng làm mát nhanh , luồng gió mạnh nhưng không quá ồn . quạt có 3 mức gió linh_hoạt , phù_hợp với nhu_cầu của từng người gió nhẹ khi ngủ , gió vừa khi học_tập hoặc làm_việc , và gió mạnh khi trời oi_bức . đặc_biệt , chế_độ quay đảo chiều giúp gió được phân_tán đều khắp_phòng , không gây bí_bách hay tập_trung vào một chỗ như nhiều loại quạt rẻ_tiền khác .",2,2,2,-1
"chất_liệu tốt công_dụng tốt sản_phẩm giống như mô_tả , khăn mềm , mịn , bọc túi xịn xò . màu_sắc tươi_tắn , hình_ảnh sinh_động . đẹp lắm luôn , mọi người nên mua loại này",2,-1,-1,-1
"hàng giao hàng nhanh , hút cũng tạm ổn , không biết sài có bền không . nhưng cầm cũng thấy đầm tay không bị nhẹ như các máy khác",0,-1,2,-1
tiki không làm minh thất_vọng ? sản_phẩm đóng_gói tốt ?,2,-1,1,-1
cũng hay,0,-1,-1,-1
"đặc màu trắng , giao hàng màu xanh . cái quạt bị trầy tùm_lum . nt không thèm trả_lời . bù lại quạt chạy ổn .",0,-1,1,1
"giao hàng hàng nhanh hơn dự_kiến , bìa đẹp , nội_dung hay , đóng_gói cẩn_thận .",2,-1,2,-1
